City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
424,baghdad,33.3406,44.4009,19.810000000000002,38,2,5.59,IQ,1681371268
425,atikokan,48.7555,-91.6216,6.890000000000043,97,96,3.03,CA,1681371269
426,campbell river,50.0163,-125.2446,5.810000000000002,73,100,2.07,CA,1681371269
427,leningradskiy,69.3833,178.4167,-23.629999999999967,100,60,1.96,RU,1681371269
428,puerto baquerizo moreno,-0.9,-89.6,26.760000000000048,75,85,1.85,EC,1681371036
429,sistranda,63.7256,8.834,8.980000000000018,78,96,12.67,NO,1681371270
430,russell,32.3502,-85.1999,18.600000000000023,63,0,4.12,US,1681371271
431,taboga,46.2663,13.1092,10.480000000000018,92,100,2.32,IT,1681371271
432,svetlogorsk,52.6333,29.7333,9.220000000000027,85,100,4.59,BY,1681371271
433,brooks,50.5834,-111.8851,-0.5399999999999636,88,27,0.51,CA,1681371272
434,vagur,61.4732,-6.8119,6.140000000000043,83,7,6.67,FO,1681371272
435,gizo,-8.103,156.8419,27.910000000000025,76,99,3.65,SB,1681371273
436,plettenberg bay,-34.0527,23.3716,19.28000000000003,45,65,2.31,ZA,1681371273
437,guerrero negro,27.9769,-114.0611,14.25,78,100,7.27,MX,1681371053
438,mahenge,-8.6833,36.7167,21.410000000000025,88,63,1.06,TZ,1681371274
439,awbari,26.5921,12.7805,22.700000000000045,10,16,6.26,LY,1681371274
440,muros,42.7762,-9.0603,11.760000000000048,95,99,6.62,ES,1681371275
441,oituz,46.2,26.6167,8.180000000000007,66,86,1.63,RO,1681371275
442,bubaque,11.2833,-15.8333,25.07000000000005,73,100,5.32,GW,1681371275
443,surt,31.2089,16.5887,22.470000000000027,24,0,4.6,LY,1681371276
444,dwarka,22.2394,68.9678,29.650000000000034,52,98,6.54,IN,1681371277
445,hambantota,6.1241,81.1185,32.19,74,40,2.06,LK,1681371277
446,vao,-22.6667,167.4833,25.24000000000001,77,100,3.06,NC,1681371277
447,pimentel,-6.8367,-79.9342,26.160000000000025,78,0,1.54,PE,1681371278
448,caravelas,-17.7125,-39.2481,22.470000000000027,97,60,1.62,BR,1681371278
449,celendin,-6.8703,-78.1517,10.400000000000034,92,81,0.47,PE,1681371278
450,kamaishi,39.2667,141.8833,12.439999999999998,57,0,2.15,JP,1681371279
451,norden,53.6,7.2,8.300000000000011,82,31,1.79,DE,1681371279
452,senanga,-16.1167,23.2667,26.150000000000034,54,78,3.67,ZM,1681371279
453,hammerfest,70.6634,23.6821,3.25,60,0,4.12,NO,1681371280
454,banon,40.8382,-1.1909,9.590000000000032,46,93,3.6,ES,1681371280
455,eureka,40.8021,-124.1637,7.890000000000043,84,20,2.68,US,1681371280
456,koson,39.0375,65.585,36.18000000000001,8,84,4.8,UZ,1681371280
457,sokolo,14.7328,-6.1219,30.010000000000048,12,100,6.02,ML,1681371281
458,faya,18.3851,42.4509,21.060000000000002,35,0,5.33,SA,1681371281
459,humaita,-7.5061,-63.0208,22.78000000000003,99,100,0.85,BR,1681371282
460,golyshmanovo,56.3979,68.3728,12.170000000000016,41,12,7.08,RU,1681371282
461,angoche,-16.2325,39.9086,26.660000000000025,81,33,3.2,MZ,1681371282
462,arman,59.7,150.1667,-1.099999999999966,83,1,0.32,RU,1681371282
463,devgarh,25.5333,73.9,34.73000000000002,16,100,5.35,IN,1681371283
464,formosa,-26.1775,-58.1781,25.99000000000001,83,100,2.57,AR,1681371283
465,saint-georges,12.0564,-61.7485,23.970000000000027,79,79,4.43,GD,1681371039
466,bonaventure,48.0457,-65.4926,5.32000000000005,70,14,5.66,CA,1681371284
467,xai-xai,-25.0519,33.6442,25.180000000000007,63,2,5.1,MZ,1681371284
468,fuerte olimpo,-21.0415,-57.8738,21.860000000000014,97,3,1.95,PY,1681371284
469,pocone,-16.2567,-56.6228,22.730000000000018,88,86,2.04,BR,1681371285
470,nefteyugansk,61.0998,72.6035,-13.989999999999952,73,100,6.62,RU,1681371256
471,kralendijk,12.15,-68.2667,24.99000000000001,83,75,3.6,BQ,1681371285
472,tessalit,20.1986,1.0114,29.640000000000043,9,71,1.66,ML,1681371285
473,siniscola,40.5719,9.6922,16.75,67,99,4.17,IT,1681371286
474,rabat,33.9911,-6.8401,17.310000000000002,91,75,0.0,MA,1681371279
475,mocuba,-16.8392,36.9856,26.52000000000004,70,87,1.6,MZ,1681371286
476,biharamulo,-2.6319,31.3089,22.82000000000005,72,55,0.9,TZ,1681371287
477,olinda,-8.0089,-34.8553,26.850000000000023,74,40,2.57,BR,1681371217
478,hasaki,35.7333,140.8333,20.160000000000025,42,0,5.72,JP,1681371287
479,ginir,7.1333,40.7,21.010000000000048,54,100,3.01,ET,1681371287
480,baillif,16.0202,-61.7463,20.720000000000027,78,5,4.13,GP,1681371288
481,rio de janeiro,-22.9028,-43.2075,24.970000000000027,90,0,1.54,BR,1681371226
482,north bend,43.4065,-124.2243,3.8100000000000023,98,0,2.57,US,1681371288
483,bad windsheim,49.5,10.4167,8.07000000000005,76,100,6.17,DE,1681371289
484,ancud,-41.8697,-73.8203,9.490000000000009,82,100,3.03,CL,1681371289
485,kayseri,38.737,35.4968,7.010000000000048,76,75,5.14,TR,1681371289
486,puerto escondido,15.85,-97.0667,26.310000000000002,73,96,2.26,MX,1681371290
487,ouesso,1.6136,16.0517,28.850000000000023,57,97,1.64,CG,1681371290
488,hinganghat,20.5667,78.8333,41.110000000000014,11,100,1.55,IN,1681371291
489,limon,10.0,-83.0333,23.920000000000016,83,46,1.97,CR,1681371049
490,solnechnyy,50.7214,136.6319,-2.8700000000000045,88,100,5.57,RU,1681371291
491,honiara,-9.4333,159.95,26.33000000000004,87,63,0.36,SB,1681371292
492,necochea,-38.5473,-58.7368,12.080000000000041,54,100,6.78,AR,1681371052
493,marinette,45.1,-87.6307,21.25,52,0,4.79,US,1681371292
494,sao filipe,14.8961,-24.4956,22.390000000000043,76,100,2.39,CV,1681371293
495,sorland,67.667,12.6934,6.920000000000016,78,40,8.82,NO,1681371293
496,havre,49.5833,0.3333,7.970000000000027,81,75,8.23,FR,1681371294
497,bengkulu,-3.8004,102.2655,29.260000000000048,68,78,3.69,ID,1681371294
498,port lincoln,-34.7333,135.8667,16.360000000000014,66,0,4.34,AU,1681371294
499,narasannapeta,18.4167,84.05,35.920000000000016,38,0,7.65,IN,1681371295
500,samfya,-11.3649,29.5565,18.49000000000001,95,100,2.27,ZM,1681371295
501,hokitika,-42.7167,170.9667,14.03000000000003,82,93,2.78,NZ,1681371295
502,mwene-ditu,-7.0,23.45,23.400000000000034,79,100,1.93,CD,1681371295
503,masuda,34.6667,131.85,18.150000000000034,68,0,4.12,JP,1681371173
504,camopi,3.1655,-52.3158,22.08000000000004,100,100,0.69,GF,1681371296
505,chifeng,42.2683,118.9636,15.760000000000048,13,56,5.31,CN,1681371296
506,tadpatri,14.9167,78.0167,40.31,14,3,4.38,IN,1681371296
507,teocaltiche,21.4333,-102.5833,14.730000000000018,40,1,2.78,MX,1681371297
